holiday,temp,rain,snow,weather,year,month,day,hour,minute,second,actual,predicted
7.0,300.16,0.0,0.0,0.0,2016,6,21,17,0,0,6357,4111.513491723999
7.0,295.7,0.0,0.0,0.0,2016,7,12,23,0,0,1208,4624.669262285952
7.0,282.49,0.0,0.0,0.0,2015,10,4,20,0,0,2750,4111.000950989419
7.0,301.82,0.0,0.0,1.0,2017,7,30,16,0,0,5031,3986.1449965762295
7.0,285.03,0.0,0.0,0.0,2017,6,24,5,0,0,1042,2705.2751709782824
7.0,294.56,0.0,0.0,1.0,2016,5,19,13,0,0,5005,3642.8893870908323
7.0,302.76,0.0,0.0,1.0,2016,7,26,12,0,0,4254,3625.808191604283
7.0,296.14,0.0,0.0,0.0,2014,6,28,6,0,0,1474,2996.5812170778554
7.0,285.72,0.0,0.0,1.0,2018,5,2,11,0,0,4999,3312.5295049860906
7.0,268.43,0.0,0.0,1.0,2016,1,5,5,0,0,2692,2559.7120821281314
7.0,266.51,0.0,0.0,0.0,2016,12,31,10,0,0,4034,2830.428746607631
7.0,286.4,0.0,0.0,4.0,2013,5,22,18,0,0,4442,3999.1083125401346
7.0,294.0,0.25,0.0,4.0,2018,8,31,8,0,0,5687,3018.193762798168
7.0,272.58,0.0,0.0,8.0,2013,4,20,3,0,0,425,2293.0752485840057
7.0,271.82,0.0,0.0,1.0,2017,1,16,20,0,0,1837,4048.7684317562125
7.0,305.49,0.0,0.0,1.0,2017,6,10,19,0,0,3537,4369.059987224249
7.0,286.08,0.0,0.0,4.0,2017,10,1,7,0,0,1838,2815.629122887087
7.0,271.81,0.0,0.0,8.0,2013,4,15,7,0,0,7082,2677.0569445353904
7.0,279.24,0.0,0.0,0.0,2012,11,17,0,0,0,1091,2119.257639702071
7.0,286.34,0.0,0.0,4.0,2013,10,3,6,0,0,6133,2767.2913860130175
7.0,281.61,0.0,0.0,1.0,2012,10,15,0,0,0,542,2157.1565483763407
7.0,293.82,5.92,0.0,4.0,2015,8,22,21,0,0,2336,4328.8986295471295
7.0,273.61,0.0,0.0,0.0,2016,2,25,14,0,0,5694,3491.1838057404166
7.0,265.46,0.0,0.0,8.0,2017,12,6,11,0,0,4861,2807.595331636461
7.0,260.5,0.25,0.0,5.0,2013,12,8,20,0,0,2926,3702.7990112881416
7.0,273.9,0.0,0.0,8.0,2016,11,22,8,0,0,5034,2649.773443322578
7.0,285.84,0.0,0.0,1.0,2013,10,4,8,0,0,5550,2998.602002653646
7.0,284.29,0.0,0.0,0.0,2017,9,29,21,0,0,3113,4201.338869238349
7.0,292.02,0.0,0.0,1.0,2014,5,17,16,0,0,4893,3924.1148663746244
7.0,280.69,0.0,0.0,5.0,2016,11,18,4,0,0,833,2407.6709178650162
7.0,274.35,0.0,0.0,8.0,2017,1,23,14,0,0,4902,3389.29859036603
7.0,299.7,0.0,0.0,0.0,2015,9,4,21,0,0,2992,4476.062054197311
7.0,257.41,0.0,0.0,0.0,2013,2,20,19,0,0,3234,3782.805999136457
7.0,297.23,0.0,0.0,4.0,2017,8,5,17,0,0,4555,3981.733595633981
7.0,267.37,0.0,0.0,1.0,2012,11,25,12,0,0,3724,3092.87637963182
7.0,295.86,0.0,0.0,0.0,2014,7,6,0,0,0,1345,2414.0472009858822
7.0,272.48,0.0,0.0,1.0,2013,2,28,19,0,0,3677,3979.8684042318528
7.0,272.95,0.0,0.0,0.0,2017,1,31,22,0,0,1533,4259.686450522906
7.0,301.02,0.0,0.0,1.0,2017,8,20,15,0,0,4392,3871.1969435221326
7.0,298.95,0.0,0.0,1.0,2018,7,21,20,0,0,3434,4331.713239541412
7.0,273.67,0.0,0.0,1.0,2013,1,9,16,0,0,6394,3740.4129234875654
7.0,272.72,0.0,0.0,1.0,2014,3,11,23,0,0,1175,4363.0710650713845
7.0,260.52,0.0,0.0,1.0,2013,2,18,4,0,0,735,2352.6936408145666
7.0,280.62,0.0,0.0,2.0,2017,5,22,2,0,0,341,2336.68363334857
7.0,290.62,0.0,0.0,1.0,2018,6,24,7,0,0,1499,2955.2549444040524
7.0,297.57,0.0,0.0,10.0,2018,8,3,14,0,0,5456,3595.123594581426
7.0,292.27,0.0,0.0,1.0,2018,8,1,4,0,0,908,2678.4304869232146
7.0,270.88,0.0,0.0,8.0,2013,3,16,21,0,0,3620,4043.7420676430083
7.0,289.69,0.0,0.0,1.0,2017,8,15,0,0,0,603,2248.0613728146127
7.0,291.01,0.0,0.0,1.0,2017,9,17,15,0,0,4506,3711.957580754053
7.0,288.0,0.34,0.0,4.0,2014,4,21,9,0,0,5075,3150.1277541345626
7.0,297.888,0.0,0.0,0.0,2016,7,19,13,0,0,4033,3674.2408415194477
7.0,291.64,0.0,0.0,5.0,2015,7,11,6,0,0,1392,2846.096275502241
7.0,252.22,0.0,0.0,0.0,2018,2,2,2,0,0,422,2008.4783326664183
7.0,292.41,0.0,0.0,0.0,2016,8,22,9,0,0,4328,3184.9563174225586
7.0,271.6,0.0,0.0,5.0,2012,12,20,16,0,0,6333,3474.354157369158
7.0,289.6,0.0,0.0,0.0,2016,9,18,9,0,0,3422,3131.9555483145778
7.0,274.79,0.0,0.0,3.0,2017,11,18,1,0,0,709,2046.7938436164877
7.0,283.35,0.0,0.0,5.0,2013,10,6,10,0,0,4702,3095.696555477294
7.0,276.35,0.0,0.0,0.0,2017,11,25,3,0,0,372,2302.0053473089283
7.0,271.22,0.0,0.0,5.0,2016,1,25,14,0,0,4805,3397.975087806364
7.0,274.35,0.0,0.0,5.0,2017,1,23,15,0,0,5451,3531.4317511904155
7.0,299.15,0.0,0.0,10.0,2016,7,11,13,0,0,4475,3552.225292543244
7.0,283.81,0.0,0.0,1.0,2017,4,3,13,0,0,4716,3506.5569505167696
7.0,277.1,0.0,0.0,4.0,2012,11,16,6,0,0,5527,2614.632653624263
7.0,256.16,0.0,0.0,1.0,2014,1,17,7,0,0,6319,2586.7820301228967
7.0,271.37,0.0,0.0,0.0,2018,3,18,0,0,0,1642,2060.6554750728865
7.0,275.36,0.0,0.0,5.0,2013,3,10,19,0,0,2743,3964.9859464485453
7.0,285.62,0.0,0.0,1.0,2015,10,9,13,0,0,5109,3454.0811415659846
7.0,271.51,0.0,0.0,0.0,2016,4,12,0,0,0,586,2076.5493450438444
7.0,253.57,0.0,0.0,0.0,2017,12,25,19,0,0,3100,3513.3390541889567
7.0,286.49,0.0,0.0,4.0,2014,5,19,9,0,0,4877,3114.011828818686
7.0,265.29,0.0,0.0,5.0,2012,12,15,2,0,0,556,2022.0867237574967
7.0,287.296,0.0,0.0,0.0,2016,10,23,14,0,0,3790,3564.6322676794407
7.0,289.96,0.25,0.0,2.0,2018,9,18,19,0,0,3309,4058.947065246208
7.0,302.42,0.0,0.0,10.0,2017,6,3,16,0,0,4480,3905.034901452367
7.0,292.75,0.0,0.0,10.0,2017,5,15,13,0,0,4601,3474.8637999072816
7.0,302.99,0.0,0.0,4.0,2016,7,5,16,0,0,5494,3996.3172945305996
7.0,288.62,0.0,0.0,0.0,2017,7,3,1,0,0,619,2373.289043603585
7.0,281.22,0.0,0.0,0.0,2016,11,6,6,0,0,822,2697.2084054287734
7.0,291.36,0.0,0.0,1.0,2015,9,28,19,0,0,3323,4119.495637554286
7.0,288.17,0.0,0.0,0.0,2013,9,29,10,0,0,4039,3232.7961785108673
7.0,273.01,0.0,0.0,3.0,2017,1,19,9,0,0,5224,2960.629415415391
7.0,274.24,0.0,0.0,5.0,2016,11,24,8,0,0,1452,2697.2914872537767
7.0,286.72,0.0,0.0,4.0,2017,4,9,21,0,0,2161,4278.394484519453
7.0,292.83,0.0,0.0,10.0,2017,4,15,18,0,0,4143,3979.6904159760525
7.0,299.24,0.25,0.0,4.0,2014,6,2,15,0,0,5662,3886.936015100444
7.0,275.42,0.0,0.0,5.0,2015,12,16,13,0,0,4939,3206.169796685448
7.0,304.47,0.0,0.0,0.0,2018,9,15,19,0,0,3455,4303.776767198466
7.0,256.9,0.0,0.0,1.0,2014,3,3,12,0,0,4437,3067.4945888424336
7.0,289.59,0.0,0.0,3.0,2016,9,14,12,0,0,4706,3383.875836536641
7.0,295.43,0.0,0.0,1.0,2018,6,10,22,0,0,1834,4502.753078956197
7.0,271.93,0.25,0.0,4.0,2014,3,24,16,0,0,6194,3610.8947983754842
7.0,296.4,0.0,0.0,1.0,2013,9,4,20,0,0,3109,4339.177293094148
7.0,285.83,0.0,0.0,0.0,2017,5,2,14,0,0,5317,3633.4204764554306
7.0,253.27,0.0,0.0,0.0,2014,2,25,3,0,0,369,2145.0188807470695
7.0,288.02,0.0,0.0,1.0,2017,5,23,18,0,0,4256,4018.916454467704
7.0,290.75,0.0,0.0,4.0,2017,5,10,15,0,0,5667,3735.0726907741046
7.0,285.01,0.0,0.0,1.0,2016,5,12,21,0,0,2838,4290.712074948322
7.0,285.46,0.0,0.0,1.0,2013,10,4,5,0,0,2717,2700.499587643175
7.0,275.53,0.0,0.0,0.0,2017,2,12,18,0,0,3964,3910.875842241534
7.0,301.97,0.25,0.0,4.0,2018,9,1,18,0,0,4261,4124.739761914949
7.0,289.72,0.0,0.0,0.0,2018,6,14,6,0,0,5824,2869.7923635225925
7.0,288.5,0.0,0.0,1.0,2017,9,19,5,0,0,3119,2698.0489508707433
7.0,254.35,0.0,0.0,0.0,2012,12,26,7,0,0,4087,2412.8113105422417
7.0,278.02,0.0,0.0,2.0,2017,4,20,6,0,0,5641,2706.9003571960384
7.0,285.29,0.0,0.0,4.0,2012,10,25,16,0,0,6473,3716.2452853928044
7.0,290.68,0.0,0.0,3.0,2017,9,2,4,0,0,419,2620.207136408426
7.0,261.61,0.0,0.0,1.0,2014,1,29,11,0,0,4491,3044.084116220598
7.0,275.15,0.0,0.0,1.0,2016,1,28,7,0,0,6583,2829.172143271764
7.0,286.38,0.0,0.0,1.0,2013,6,8,10,0,0,3761,3261.6905888381625
7.0,299.88,0.3,0.0,4.0,2015,9,6,14,0,0,4198,3734.5593923277374
7.0,266.76,0.0,0.0,5.0,2016,1,20,17,0,0,6494,3630.5224106297755
7.0,279.37,0.0,0.0,1.0,2013,11,19,22,0,0,1685,4237.7229282490625
7.0,290.42,0.0,0.0,10.0,2017,7,1,3,0,0,465,2447.968416023781
7.0,285.62,0.0,0.0,5.0,2017,5,9,10,0,0,4556,3158.6917821458665
7.0,291.37,0.0,0.0,0.0,2018,6,2,0,0,0,1601,2321.201156924566
7.0,260.94,0.0,0.0,1.0,2018,2,7,18,0,0,4394,3676.1214304691384
7.0,283.2,0.0,0.0,1.0,2014,5,16,12,0,0,5669,3406.2050332374565
7.0,268.09,0.0,0.0,1.0,2018,3,18,8,0,0,1840,2777.989519966952
7.0,294.16,5.59,0.0,4.0,2015,7,6,16,0,0,6006,3878.8472763194222
7.0,256.72,0.0,0.0,1.0,2013,12,5,19,0,0,3172,3612.6056412558028
7.0,282.49,0.25,0.0,4.0,2014,4,25,11,0,0,5165,3260.5050391632103
7.0,291.54,0.0,0.0,1.0,2013,6,1,0,0,0,1116,2369.1541624331076
7.0,264.72,0.0,0.0,1.0,2017,12,24,1,0,0,963,1907.1228249245978
7.0,292.34,0.0,0.0,1.0,2013,8,20,6,0,0,5895,2914.1626580583943
7.0,290.84,0.38,0.0,2.0,2015,8,18,20,0,0,2793,4220.998206037195
7.0,271.58,0.0,0.0,0.0,2016,3,25,1,0,0,494,2177.730981034769
7.0,274.92,0.0,0.0,1.0,2014,4,13,23,0,0,1015,4377.076148207136
7.0,295.51,0.0,0.0,0.0,2013,8,17,10,0,0,4018,3368.5207181158476
7.0,301.32,0.0,0.0,10.0,2015,7,13,19,0,0,3058,4178.827907024428
7.0,289.51,0.0,0.0,1.0,2016,9,25,12,0,0,4587,3401.0854337875207
7.0,261.52,0.0,0.0,8.0,2017,1,12,12,0,0,4962,3018.1610511519866
7.0,252.5,0.0,0.0,0.0,2018,1,2,10,0,0,4065,2808.7772302763187
7.0,274.16,0.0,0.0,1.0,2013,3,11,6,0,0,5230,2738.190885771688
7.0,289.66,0.0,0.0,1.0,2018,5,17,4,0,0,929,2671.9849219147836
7.0,290.53,0.0,0.0,5.0,2017,10,3,1,0,0,332,2278.6133605717587
7.0,275.02,0.0,0.0,8.0,2017,1,20,6,0,0,5279,2622.0552002203694
7.0,274.9,0.0,0.0,5.0,2017,1,21,20,0,0,2641,4029.1179649304104
7.0,283.17,0.0,0.0,0.0,2016,9,30,7,0,0,6301,2830.5690033966857
7.0,268.73,0.0,0.0,5.0,2018,1,20,5,0,0,703,2465.3849520739786
7.0,261.56,0.0,0.0,1.0,2013,1,25,22,0,0,2439,4132.031132265522
7.0,258.22,0.0,0.0,0.0,2017,2,3,7,0,0,6421,2594.560960514096
7.0,267.69,0.0,0.0,0.0,2018,4,2,1,0,0,311,2104.8580898419823
7.0,274.75,0.0,0.0,0.0,2013,3,23,16,0,0,6264,3724.4513648425054
7.0,291.42,0.0,0.0,2.0,2015,9,24,11,0,0,4788,3329.500097598735
7.0,295.19,0.0,0.0,5.0,2016,7,22,2,0,0,428,2484.674418423092
7.0,282.82,0.0,0.0,0.0,2016,6,7,4,0,0,896,2604.8932548381526
7.0,261.74,0.0,0.0,1.0,2014,1,15,13,0,0,4777,3255.482499484824
7.0,307.02,0.0,0.0,1.0,2017,6,10,16,0,0,4231,4098.866210693974
7.0,298.35,0.0,0.0,1.0,2017,8,12,18,0,0,4448,4132.9992471726
7.0,272.51,0.0,0.0,4.0,2017,1,17,6,0,0,4993,2647.9679132592464
7.0,294.58,0.0,0.0,5.0,2018,8,11,23,0,0,2511,4495.178722281202
7.0,290.14,1.78,0.0,5.0,2016,5,26,4,0,0,1050,2634.1644228401456
7.0,287.55,0.0,0.0,1.0,2017,8,11,3,0,0,409,2513.4749388006894
7.0,290.21,0.0,0.0,0.0,2013,8,11,9,0,0,2493,3199.7607916094094
7.0,265.51,0.0,0.0,0.0,2018,2,26,1,0,0,348,2080.3550995346486
7.0,277.72,0.0,0.0,1.0,2016,1,30,13,0,0,4866,3449.7579167389886
7.0,290.04,0.0,0.0,1.0,2013,8,12,0,0,0,640,2303.7216141146782
7.0,268.56,0.0,0.0,5.0,2013,2,26,3,0,0,298,2304.901561255334
7.0,261.08,0.0,0.0,0.0,2017,11,10,3,0,0,419,2094.381181292185
7.0,262.81,0.0,0.0,1.0,2014,2,12,1,0,0,312,2087.942819528511
7.0,283.85,0.0,0.0,1.0,2012,11,20,17,0,0,6019,3826.429170067964
7.0,299.79,0.0,0.0,0.0,2018,7,5,18,0,0,4115,4180.3581745098345
7.0,291.15,0.0,0.0,0.0,2018,6,25,5,0,0,2982,2781.8048719922554
7.0,280.58,0.0,0.0,0.0,2015,11,14,22,0,0,3125,4251.718554829058
7.0,268.89,0.0,0.0,5.0,2012,12,17,10,0,0,4384,2852.7559794234767
7.0,290.15,0.0,0.0,0.0,2015,11,3,12,0,0,5042,3427.753417969114
7.0,291.55,0.0,0.0,2.0,2018,7,20,7,0,0,5821,2942.0303294419173
7.0,292.27,0.0,0.0,0.0,2018,9,23,21,0,0,2346,4312.279400308224
7.0,293.87,0.0,0.0,0.0,2013,5,16,22,0,0,2317,4564.0136272871205
7.0,302.66,0.0,0.0,1.0,2016,6,18,16,0,0,5036,4038.754076289835
7.0,258.21,0.0,0.0,0.0,2017,3,14,3,0,0,340,2176.9080073819823
7.0,293.92,0.0,0.0,1.0,2016,7,28,21,0,0,2659,4372.22263784035
7.0,274.02,0.0,0.0,1.0,2013,4,16,5,0,0,2705,2617.3878321397533
7.0,291.26,0.0,0.0,1.0,2014,5,26,5,0,0,553,2831.027557341695
7.0,294.78,0.69,0.0,4.0,2018,9,4,10,0,0,4403,3236.5046930810495
7.0,290.19,0.0,0.0,1.0,2015,6,30,0,0,0,673,2295.740605588304
7.0,267.14,0.0,0.44,8.0,2015,12,28,22,0,0,2165,3900.4925312869273
7.0,259.23,0.0,0.0,0.0,2017,2,3,4,0,0,932,2316.769020627955
7.0,295.58,0.0,0.0,4.0,2017,7,26,10,0,0,4467,3269.383709995065
7.0,291.76,0.0,0.0,0.0,2016,9,14,14,0,0,4953,3655.233354525699
7.0,287.42,0.0,0.0,1.0,2016,9,27,13,0,0,4232,3465.9967890713706
7.0,274.15,0.0,0.0,0.0,2017,11,25,10,0,0,3914,2952.4757306184147
7.0,270.55,0.0,0.0,1.0,2018,2,24,16,0,0,3247,3603.9427269415537
7.0,299.68,0.0,0.0,0.0,2017,6,21,16,0,0,6576,3995.1215834089526
7.0,272.93,0.0,0.0,1.0,2012,11,29,20,0,0,2913,3950.118356635201
7.0,268.55,0.0,0.0,5.0,2018,2,17,8,0,0,2826,2742.3300114566046
7.0,251.43,0.0,0.0,1.0,2013,12,31,18,0,0,3797,3410.927676904779
7.0,290.58,0.0,0.0,0.0,2017,8,18,0,0,0,817,2272.838331581428
7.0,300.72,0.0,0.0,1.0,2017,9,21,17,0,0,6533,4044.7389240389894
7.0,285.25,0.0,0.0,5.0,2013,5,29,9,0,0,5195,3082.5499901706244
7.0,276.71,0.0,0.0,1.0,2012,10,26,18,0,0,5341,3829.4921329653807
7.0,298.73,0.0,0.0,0.0,2015,7,9,14,0,0,5391,3806.2547893442133
7.0,277.02,0.0,0.0,4.0,2017,2,22,5,0,0,2622,2595.1099742518672
7.0,278.41,0.0,0.0,0.0,2016,2,19,23,0,0,1956,4445.169960634532
7.0,272.65,0.0,0.0,4.0,2016,2,16,0,0,0,514,2061.7341047010777
7.0,263.15,0.0,0.0,1.0,2014,2,21,15,0,0,3429,3448.8444735274716
7.0,262.89,0.0,0.0,1.0,2013,12,25,20,0,0,2675,3779.612311118548
7.0,272.51,0.0,0.0,0.0,2017,12,2,20,0,0,4032,3911.3690419716913
7.0,282.62,0.0,0.0,1.0,2015,9,13,6,0,0,788,2739.5705879789493
7.0,292.94,0.0,0.0,0.0,2018,5,27,1,0,0,829,2431.9015131876367
7.0,255.71,0.0,0.0,8.0,2016,12,13,11,0,0,4643,2669.758566564844
7.0,294.93,0.0,0.0,5.0,2018,8,12,9,0,0,2713,3134.026697715537
7.0,253.81,0.0,0.0,0.0,2018,2,6,2,0,0,237,2027.5781587659003
7.0,299.54,0.0,0.0,0.0,2018,9,12,13,0,0,4733,3649.740276464283
7.0,264.13,0.0,0.0,1.0,2013,1,2,19,0,0,2687,3900.798544838388
7.0,281.01,0.0,0.0,0.0,2016,11,6,8,0,0,2169,2889.173190394311
7.0,289.49,0.0,0.0,10.0,2017,4,15,19,0,0,3483,4028.403465273772
7.0,282.86,0.0,0.0,1.0,2017,10,23,9,0,0,4965,2985.4971478172556
7.0,265.95,0.0,0.0,1.0,2018,1,23,6,0,0,3674,2578.669572595896
7.0,306.15,0.0,0.0,1.0,2017,6,10,14,0,0,4600,3891.1206249124116
7.0,274.08,0.38,0.0,2.0,2013,12,2,20,0,0,2217,3952.060867326083
7.0,282.09,0.0,0.0,1.0,2014,5,11,5,0,0,494,2712.5356922302853
7.0,292.7,0.0,0.0,4.0,2016,7,5,5,0,0,2468,2773.2783241280886
7.0,276.542,0.0,0.0,0.0,2016,4,22,2,0,0,442,2334.776912511712
7.0,300.27,0.0,0.0,1.0,2014,7,5,14,0,0,3933,3829.879469356976
7.0,289.4,0.25,0.0,4.0,2013,8,8,3,0,0,388,2546.468828447294
7.0,282.29,1.66,0.0,5.0,2013,10,15,6,0,0,5452,2681.057240909384
7.0,279.61,0.0,0.0,4.0,2012,10,10,9,0,0,5680,2966.132326835497
7.0,255.56,0.0,0.0,1.0,2014,2,6,22,0,0,3500,4036.0557945816436
7.0,287.29,0.0,0.0,0.0,2017,8,5,2,0,0,546,2433.2309240416507
7.0,295.48,0.0,0.0,0.0,2016,5,26,11,0,0,4919,3468.938407876438
7.0,288.5,0.0,0.0,4.0,2016,9,13,19,0,0,3138,4036.726456521017
7.0,296.84,0.0,0.0,4.0,2017,7,5,10,0,0,4035,3309.4929968986726
7.0,273.48,0.0,0.0,5.0,2013,5,4,9,0,0,4037,2936.3998571457196
7.0,288.35,0.0,0.0,1.0,2014,7,16,8,0,0,5757,3059.240560484679
7.0,288.95,0.25,0.0,4.0,2016,8,28,6,0,0,912,2776.193561891141
7.0,283.74,0.0,0.0,0.0,2017,4,24,8,0,0,6369,3011.12475778921
7.0,275.02,0.0,0.0,5.0,2017,1,21,0,0,0,1117,2080.5386471123347
7.0,300.1,0.0,0.0,0.0,2013,6,25,12,0,0,5341,3654.5053221592607
7.0,297.6,0.25,0.0,4.0,2016,6,30,16,0,0,5855,3907.83491289262
7.0,262.52,0.0,0.0,1.0,2013,11,12,3,0,0,324,2145.9298928954886
7.0,296.54,0.0,0.0,0.0,2015,9,14,20,0,0,2965,4322.039414085444
7.0,288.69,0.0,0.0,0.0,2015,8,12,3,0,0,375,2567.6945346063803
7.0,264.96,0.0,0.0,0.0,2013,1,7,11,0,0,4294,3142.4991866231976
7.0,289.93,0.0,0.0,1.0,2017,8,24,10,0,0,4708,3217.435293526636
7.0,292.42,0.0,0.0,0.0,2015,7,23,1,0,0,444,2431.8721498940213
7.0,290.3,0.0,0.0,5.0,2015,9,25,3,0,0,401,2487.3519479216084
7.0,290.76,0.0,0.0,1.0,2016,6,15,4,0,0,1114,2697.773150842553
7.0,300.45,0.0,0.0,0.0,2017,9,3,14,0,0,4612,3781.714575379774
7.0,257.99,0.0,0.0,0.0,2018,2,9,22,0,0,2485,4035.888678136187
7.0,287.15,0.0,0.0,0.0,2017,6,26,9,0,0,4458,3124.252336759073
7.0,293.34,0.0,0.0,0.0,2017,6,6,10,0,0,4523,3332.8814391372835
7.0,286.01,0.0,0.0,1.0,2012,10,16,12,0,0,5015,3390.6150890410427
7.0,297.57,0.0,0.0,0.0,2014,6,23,10,0,0,4447,3412.7089887655966
7.0,296.53,6.6,0.0,10.0,2013,8,30,6,0,0,5413,2832.059382049334
7.0,266.5,0.0,0.0,0.0,2018,2,11,16,0,0,4678,3573.0692120129825
7.0,275.35,0.0,0.0,4.0,2013,4,10,8,0,0,6125,2890.954512628952
7.0,296.71,0.0,0.0,0.0,2013,7,14,11,0,0,3871,3502.7458257384933
7.0,293.29,0.51,0.0,10.0,2016,5,23,20,0,0,2482,4169.032284561978
7.0,264.41,0.0,0.0,0.0,2017,2,6,7,0,0,6550,2681.9085634943513
7.0,260.28,0.0,0.0,1.0,2017,12,7,9,0,0,4958,2639.944628471898
7.0,267.95,0.0,0.0,0.0,2017,12,20,1,0,0,418,1973.3243029988807
7.0,289.7,0.0,0.0,0.0,2013,4,27,12,0,0,5385,3532.6245109236625
7.0,296.24,0.0,0.0,1.0,2016,8,19,16,0,0,6128,3911.763762008668
7.0,283.09,0.0,0.0,3.0,2016,5,11,2,0,0,263,2381.1301204923293
7.0,293.08,0.0,0.0,0.0,2016,5,26,22,0,0,2621,4506.552968690634
7.0,274.99,0.0,0.0,1.0,2012,12,13,12,0,0,5050,3200.543272312021
7.0,296.83,1.27,0.0,4.0,2015,9,2,2,0,0,325,2524.052303165332
7.0,288.29,0.0,0.0,5.0,2013,6,12,7,0,0,6535,2933.427598328595
7.0,257.88,0.0,0.0,8.0,2014,1,22,0,0,0,416,1820.0264608873076
7.0,274.03,0.0,0.0,5.0,2013,4,19,2,0,0,261,2262.3955765626524
7.0,294.2,0.0,0.0,1.0,2013,7,15,5,0,0,2908,2865.0648241620183
7.0,284.14,0.0,0.0,0.0,2013,10,8,2,0,0,213,2399.401186241339
7.0,295.01,0.0,0.0,5.0,2018,7,13,23,0,0,1971,4515.469791956664
7.0,257.73,0.0,0.0,1.0,2014,1,20,19,0,0,2627,3776.8225181353955
7.0,254.49,0.0,0.0,3.0,2017,1,5,2,0,0,366,2021.8670144920688
7.0,290.57,0.0,0.0,1.0,2018,8,12,7,0,0,1196,2934.7744447578116
7.0,290.92,0.0,0.0,1.0,2016,6,27,8,0,0,5332,3077.7785366469398
7.0,306.76,0.0,0.0,0.0,2016,7,22,14,0,0,4538,3898.2940701993866
7.0,264.46,0.0,0.0,1.0,2014,3,25,11,0,0,4737,3057.7119500432455
7.0,276.29,0.0,0.0,4.0,2016,4,1,5,0,0,2539,2585.8542908687486
7.0,297.93,0.0,0.0,0.0,2018,9,12,12,0,0,4759,3528.6985567597694
7.0,275.77,0.0,0.0,2.0,2016,11,30,19,0,0,2980,3830.747623313513
7.0,255.29,0.0,0.0,8.0,2013,12,30,12,0,0,3672,2779.1576385751396
7.0,275.68,0.0,0.0,1.0,2017,3,25,9,0,0,4065,2991.0389161147577
7.0,295.42,0.0,0.0,1.0,2016,7,8,13,0,0,4593,3634.672418430775
7.0,290.95,0.0,0.0,3.0,2017,5,11,20,0,0,3423,4239.4171660476895
7.0,266.08,0.0,0.0,1.0,2012,12,6,1,0,0,348,2004.9014427138463
7.0,287.212,0.0,0.0,0.0,2016,10,10,8,0,0,5226,2991.737363546712
7.0,273.82,0.0,0.0,2.0,2017,1,31,0,0,0,521,2097.288398935416
7.0,261.78,0.0,0.0,1.0,2012,12,24,4,0,0,430,2216.0217995630337
7.0,288.84,0.34,0.0,5.0,2018,9,19,13,0,0,4675,3411.8438511533386
7.0,294.07,0.0,0.0,1.0,2017,8,29,11,0,0,5078,3370.278725895034
7.0,284.63,0.0,0.0,3.0,2014,5,8,3,0,0,372,2527.9719392879306
7.0,289.66,0.0,0.0,1.0,2013,9,15,12,0,0,4523,3449.1945067152483
7.0,258.09,0.0,0.0,1.0,2017,1,12,2,0,0,279,2096.9812488846255
7.0,270.34,0.0,0.0,1.0,2017,3,4,1,0,0,672,2154.5768797569253
7.0,289.65,0.0,0.0,1.0,2018,6,3,14,0,0,4458,3645.3962590389274
7.0,291.88,0.0,0.0,1.0,2018,5,1,20,0,0,2907,4281.221504993391
7.0,289.8,0.0,0.0,10.0,2016,9,9,3,0,0,355,2410.3556447165683
7.0,259.86,0.0,0.0,1.0,2014,2,24,21,0,0,2032,3982.7715358285604
7.0,285.73,0.0,0.0,10.0,2012,10,24,6,0,0,5593,2659.3083377255025
7.0,296.79,0.0,0.0,0.0,2018,5,24,9,0,0,5232,3271.390006438389
7.0,295.16,0.0,0.0,4.0,2016,5,30,23,0,0,1126,4570.840541150534
7.0,285.4,0.25,0.0,5.0,2013,6,6,5,0,0,2749,2702.397992852744
7.0,294.87,0.0,0.0,4.0,2017,8,5,19,0,0,3569,4142.282897493533
7.0,294.55,0.0,0.0,0.0,2017,10,17,15,0,0,5873,3762.4812307628745
7.0,279.12,0.0,0.0,1.0,2012,10,30,13,0,0,5130,3372.9904931702185
7.0,268.68,0.0,0.0,8.0,2013,3,15,7,0,0,5664,2647.3963287015613
7.0,277.15,0.0,0.0,1.0,2018,3,26,0,0,0,518,2121.973769445234
7.0,298.22,0.0,0.0,4.0,2018,6,17,5,0,0,552,2833.8880105956887
7.0,255.72,0.0,0.0,0.0,2017,1,15,9,0,0,2258,2756.7400271970473
7.0,273.29,0.0,0.0,1.0,2017,11,26,9,0,0,2404,2826.4874708769494
7.0,285.86,0.0,0.0,0.0,2017,10,12,23,0,0,1323,4420.8036020895925
7.0,250.38,0.0,0.0,0.0,2014,1,21,1,0,0,289,1927.9648550722595
7.0,285.36,0.0,0.0,0.0,2015,10,27,13,0,0,4781,3446.5556465355003
7.0,271.01,0.0,0.0,8.0,2018,4,15,15,0,0,2171,3386.192648217191
7.0,249.93,0.0,0.0,0.0,2018,1,2,7,0,0,5696,2478.6748580555686
7.0,259.58,0.0,0.0,3.0,2018,2,4,1,0,0,986,1971.8218972595678
7.0,291.32,0.0,0.0,0.0,2013,9,2,15,0,0,4388,3794.304581194763
7.0,268.49,0.0,0.0,1.0,2013,11,26,5,0,0,2727,2413.7303585627924
7.0,280.57,0.0,0.0,0.0,2012,10,4,7,0,0,6990,2850.8146590688084
